upi_id,merchant_name,amount,suspicious_keyword,digit_count,upi_length,handle,brand_impersonation,trap_amount,report_count,is_blacklisted,merchant_age_days,is_fraud
ixwilsv890@axl,Smart Fashion,3326,0,3,14,axl,0,0,1,0,186,0
camfp@okicici,Online Offer,387,1,0,13,okicici,0,0,15,1,730,1
hquewrwe@okaxis,Mega Electronics,4685,0,0,15,okaxis,0,0,15,1,506,0
ddpdii989@ybl,PhonePe Help,4852,1,3,13,ybl,1,0,10,1,287,1
sksrubq@okicici,Fresh Mart,1486,0,0,15,okicici,0,0,2,0,469,0
krjcxf@okaxis,City Bakers,115,0,0,13,okaxis,0,0,8,0,549,0
augykbeyw@axl,Mega Electronics,1253,0,0,13,axl,0,0,13,1,525,0
efnetisqib@paytm,Daily Needs,1407,0,0,16,paytm,0,0,4,0,232,0
ldyhthkaq@ibl,Flipkart Deals,3163,0,0,13,ibl,1,0,8,0,13,1
agdfutuiz@axl,Online Offer,3640,1,0,13,axl,0,0,3,0,163,0
zfosukf@okicici,Flipkart Deals,2955,0,0,15,okicici,1,0,6,0,441,1
migkjpappk@okicici,Paytm Cashback,576,1,0,18,okicici,1,0,1,0,375,1
tluipmxp@axl,Flipkart Deals,2867,0,0,12,axl,1,0,6,0,585,1
axlmycg854@ybl,Paytm Cashback,4434,1,3,14,ybl,1,0,8,0,179,1
btkighsua929@axl,Green Grocery,1769,0,3,16,axl,0,0,11,1,653,0
vplhyp73@okaxis,Flipkart Deals,3789,0,2,15,okaxis,1,0,14,1,648,1
ptcdo@okaxis,City Bakers,1900,0,0,12,okaxis,0,0,8,0,192,0
mqgcr@ibl,Fresh Mart,1245,0,0,9,ibl,0,0,11,0,284,0
uzwrawa@ibl,PhonePe Help,360,1,0,11,ibl,1,0,5,0,265,1
vidnjt@okicici,Green Grocery,1129,0,0,14,okicici,0,0,1,0,784,0
bmrkimbngv@ybl,Smart Fashion,1469,0,0,14,ybl,0,0,1,0,358,0
obqkexukq@okicici,Amazon Support,2335,1,0,17,okicici,1,0,12,0,929,1
dsweuw@okaxis,Daily Needs,2774,0,0,13,okaxis,0,0,8,0,393,0
mxodymyijm579@axl,Urban Foods,2547,0,3,17,axl,0,0,10,0,120,0
cuzbqcrriv@paytm,Amazon Support,4978,1,0,16,paytm,1,0,9,0,399,1
ecmredecb276@okicici,Fresh Mart,4303,0,3,20,okicici,0,0,8,0,34,0
pclkj@okaxis,Daily Needs,2192,0,0,12,okaxis,0,0,6,0,753,0
wywovnmcw@ybl,Paytm Cashback,4385,1,0,13,ybl,1,0,13,0,445,1
pcukanzdi@okaxis,PhonePe Help,1590,1,0,16,okaxis,1,0,1,0,986,1
bakpkw155@okaxis,Flipkart Deals,3657,0,3,16,okaxis,1,0,6,0,790,1
stkxm@ibl,Fresh Mart,2146,0,0,9,ibl,0,0,12,0,708,0
eayac409@okicici,Quick Recharge,1345,0,3,16,okicici,0,0,7,0,604,0
lihhnmloau@axl,Amazon Support,3498,1,0,14,axl,1,0,15,1,506,1
rcagmmirdt@okicici,Quick Recharge,4759,0,0,18,okicici,0,0,15,0,219,0
ammtuww@ybl,Paytm Cashback,1832,1,0,11,ybl,1,0,6,0,88,1
fhcert@okaxis,Paytm Cashback,559,1,0,13,okaxis,1,0,15,0,132,1
owlok@ibl,Paytm Cashback,126,1,0,9,ibl,1,0,7,0,677,1
djqkrrcrac249@okaxis,Urban Foods,2945,0,3,20,okaxis,0,0,4,0,5,0
eosllg871@paytm,Online Offer,611,1,3,15,paytm,0,0,10,0,569,1
ocscqtplm@axl,Paytm Cashback,90,1,0,13,axl,1,0,12,1,158,1
fimljinml@ybl,Paytm Cashback,2069,1,0,13,ybl,1,0,8,0,973,1
fykusiigog@okaxis,Online Offer,508,1,0,17,okaxis,0,0,2,0,798,0
shppuaaksl260@ybl,Quick Recharge,3625,0,3,17,ybl,0,0,6,0,798,0
sbgko@axl,Flipkart Deals,2692,0,0,9,axl,1,0,9,1,216,1
iudhx811@axl,Urban Foods,3292,0,3,12,axl,0,0,1,0,286,0
dtfjmzh@okicici,Daily Needs,1118,0,0,15,okicici,0,0,15,0,735,0
pdnhszmx@okicici,Smart Fashion,3331,0,0,16,okicici,0,0,15,1,724,0
drsemjewxp@axl,Fresh Mart,4423,0,0,14,axl,0,0,7,0,786,0
qxlxlssot@okaxis,Green Grocery,1657,0,0,16,okaxis,0,0,3,0,354,0
ttfxqdpvtk@paytm,Smart Fashion,4685,0,0,16,paytm,0,0,7,0,143,0
vdjrhnhva60@okicici,Mega Electronics,1894,0,2,19,okicici,0,0,7,0,704,0
kazconch@axl,Daily Needs,4877,0,0,12,axl,0,0,9,1,482,0
cebbmjhvy@axl,Fresh Mart,3302,0,0,13,axl,0,0,14,0,250,0
ywhdcjyfzg@okaxis,Quick Recharge,4436,0,0,17,okaxis,0,0,0,0,319,0
uzzhynm809@ybl,Green Grocery,3029,0,3,14,ybl,0,0,8,0,83,0
cdtudawu@ybl,PhonePe Help,3780,1,0,12,ybl,1,0,7,0,510,1
bllinbwcd@axl,Mega Electronics,1463,0,0,13,axl,0,0,7,0,816,0
fcwjtuj971@okicici,Paytm Cashback,539,1,3,18,okicici,1,0,12,1,392,1
faili@paytm,Daily Needs,143,0,0,11,paytm,0,0,10,0,455,0
eunavcrrp@okicici,Urban Foods,4637,0,0,17,okicici,0,0,15,0,464,0
tkbpbfba502@paytm,Mega Electronics,450,0,3,17,paytm,0,0,15,0,988,0
rgwzicmmc@ybl,Urban Foods,3840,0,0,13,ybl,0,0,3,0,838,0
sczetql@ibl,City Bakers,2587,0,0,11,ibl,0,0,14,1,446,0
gqhfbgpbzi@axl,Mega Electronics,4048,0,0,14,axl,0,0,13,0,762,0
vcjcyr@okaxis,City Bakers,3944,0,0,13,okaxis,0,0,10,1,556,0
apcrism@ybl,Amazon Support,997,1,0,11,ybl,1,0,5,0,649,1
wfljvnxit@paytm,Flipkart Deals,3396,0,0,15,paytm,1,0,2,0,28,0
yuchwbs@ibl,Fresh Mart,1275,0,0,11,ibl,0,0,13,1,522,0
yhdxrfjfwh@axl,Amazon Support,847,1,0,14,axl,1,0,1,0,351,1
gjrlwfzr@axl,PhonePe Help,3416,1,0,12,axl,1,0,6,0,304,1
wzirszbpe@paytm,Smart Fashion,2044,0,0,15,paytm,0,0,12,1,828,0
ofyyl899@okaxis,Smart Fashion,714,0,3,15,okaxis,0,0,9,0,82,0
jydolm@axl,Green Grocery,2260,0,0,10,axl,0,0,6,0,774,0
uajucgpttr@axl,Paytm Cashback,952,1,0,14,axl,1,0,13,0,86,1
pcmyjnvki@ibl,Smart Fashion,1485,0,0,13,ibl,0,0,2,0,962,0
jrmccozouy173@okaxis,Quick Recharge,911,0,3,20,okaxis,0,0,2,0,764,0
fatumzp938@paytm,Quick Recharge,3560,0,3,16,paytm,0,0,10,0,630,0
nocirq@okicici,Urban Foods,1152,0,0,14,okicici,0,0,2,0,961,0
tmzkyvi912@ibl,Urban Foods,2907,0,3,14,ibl,0,0,13,0,734,0
tcojiwyxd@axl,Daily Needs,979,0,0,13,axl,0,0,14,1,836,0
cfljgvazjz@axl,Online Offer,3816,1,0,14,axl,0,0,8,0,517,1
xzwgtoyjx@axl,City Bakers,3466,0,0,13,axl,0,0,5,0,96,0
cfifejlx@okicici,Daily Needs,1463,0,0,16,okicici,0,0,14,1,473,0
jlurdwht12@paytm,Paytm Cashback,1903,1,2,16,paytm,1,0,10,1,304,1
pdmosyuy@paytm,Green Grocery,1104,0,0,14,paytm,0,0,14,1,901,0
wugqzjv@okicici,Green Grocery,1833,0,0,15,okicici,0,0,9,1,96,0
nkfhkyhdl@paytm,Paytm Cashback,4514,1,0,15,paytm,1,0,15,1,784,1
wedjhbfeyd829@okicici,Online Offer,1491,1,3,21,okicici,0,0,13,1,57,1
qdksjbhk@okicici,Quick Recharge,1554,0,0,16,okicici,0,0,11,0,843,0
cvqeaklpp333@okaxis,Flipkart Deals,2957,0,3,19,okaxis,1,0,11,1,320,1
otfmdyk205@ybl,Mega Electronics,4108,0,3,14,ybl,0,0,14,0,641,0
ldhmiw@okaxis,Fresh Mart,1009,0,0,13,okaxis,0,0,1,0,533,0
ooepuy99@paytm,Green Grocery,3877,0,2,14,paytm,0,0,7,0,983,0
ptiwwbq124@okicici,Daily Needs,1734,0,3,18,okicici,0,0,0,0,457,0
tidpeclmac623@okicici,Daily Needs,2019,0,3,21,okicici,0,0,8,0,141,0
catcnsvcy460@axl,City Bakers,2268,0,3,16,axl,0,0,2,0,834,0
eyvmlqj@ibl,Fresh Mart,2962,0,0,11,ibl,0,0,15,0,510,0
tjyul@axl,Flipkart Deals,2597,0,0,9,axl,1,0,11,1,348,1
xqxcmt@axl,City Bakers,2127,0,0,10,axl,0,0,1,0,605,0
cckowmzub@okaxis,Smart Fashion,4327,0,0,16,okaxis,0,0,4,0,760,0
evizhi@ibl,Green Grocery,1021,0,0,10,ibl,0,0,11,0,602,0
eckzribe@okicici,Paytm Cashback,2155,1,0,16,okicici,1,0,14,0,501,1
mdldkg@ybl,Daily Needs,709,0,0,10,ybl,0,0,0,0,773,0
nupgh@ybl,Amazon Support,193,1,0,9,ybl,1,0,9,0,722,1
cnfqsvlmn@okaxis,Urban Foods,4919,0,0,16,okaxis,0,0,14,1,234,0
oxafnqb@ybl,Fresh Mart,4470,0,0,11,ybl,0,0,4,0,893,0
uytfnlxt@paytm,Mega Electronics,4156,0,0,14,paytm,0,0,2,0,953,0
vjafktqu@ybl,PhonePe Help,4864,1,0,12,ybl,1,0,14,1,774,1
hvouiobt@paytm,City Bakers,1342,0,0,14,paytm,0,0,2,0,13,0
shetsnekuz@ybl,Flipkart Deals,3810,0,0,14,ybl,1,0,10,0,246,1
vjqxiz@axl,Amazon Support,625,1,0,10,axl,1,0,6,0,109,1
qalgbvumf@ybl,Quick Recharge,3662,0,0,13,ybl,0,0,3,0,156,0
sluxnh@ibl,Flipkart Deals,400,0,0,10,ibl,1,0,7,0,105,1
okcwma778@paytm,Fresh Mart,3464,0,3,15,paytm,0,0,7,0,144,0
qvvyqef@ibl,Daily Needs,1638,0,0,11,ibl,0,0,0,0,371,0
szorpiwtf226@okicici,Flipkart Deals,1416,0,3,20,okicici,1,0,10,0,61,1
dtqkpf@paytm,Quick Recharge,3438,0,0,12,paytm,0,0,15,0,892,0
flcndeldyp@okicici,Urban Foods,3501,0,0,18,okicici,0,0,2,0,678,0
uoajqm940@okicici,Paytm Cashback,505,1,3,17,okicici,1,0,5,0,216,1
gblverxjza902@ibl,City Bakers,637,0,3,17,ibl,0,0,12,0,810,0
ovuooewyw747@paytm,City Bakers,4995,0,3,18,paytm,0,0,13,0,951,0
hjgqwuc166@ybl,Fresh Mart,2099,0,3,14,ybl,0,0,15,0,356,0
juqhgoktd@okaxis,Flipkart Deals,2760,0,0,16,okaxis,1,0,7,0,460,1
stjmmkzte@ybl,Mega Electronics,381,0,0,13,ybl,0,0,2,0,939,0
awhytxptr@axl,Fresh Mart,4143,0,0,13,axl,0,0,1,0,414,0
lusxdp@ibl,Smart Fashion,1609,0,0,10,ibl,0,0,1,0,508,0
mvaqxc213@paytm,City Bakers,3234,0,3,15,paytm,0,0,0,0,444,0
eirkvrhwx102@ibl,Daily Needs,4650,0,3,16,ibl,0,0,3,0,818,0
zmadyxv280@ybl,City Bakers,3877,0,3,14,ybl,0,0,4,0,962,0
nriko575@ibl,Mega Electronics,4060,0,3,12,ibl,0,0,10,0,674,0
kipfbyw692@okicici,City Bakers,3388,0,3,18,okicici,0,0,15,1,920,0
lxymsc@paytm,Flipkart Deals,4306,0,0,12,paytm,1,0,14,1,646,1
ryesr@paytm,Daily Needs,778,0,0,11,paytm,0,0,6,0,56,0
ehxtaerccs@okicici,Paytm Cashback,799,1,0,18,okicici,1,0,12,0,777,1
hlztvu@okaxis,Paytm Cashback,3043,1,0,13,okaxis,1,0,8,0,751,1
opsganzdsh812@okicici,Paytm Cashback,3593,1,3,21,okicici,1,0,9,1,909,1
xtxbleb@okicici,Mega Electronics,2658,0,0,15,okicici,0,0,10,0,587,0
cwiqlnjbry995@axl,City Bakers,2108,0,3,17,axl,0,0,6,0,575,0
kxbnhoo@ibl,PhonePe Help,4433,1,0,11,ibl,1,0,13,1,775,1
loauaaksk@axl,Amazon Support,4283,1,0,13,axl,1,0,7,0,774,1
jkrgqzeowx@axl,Urban Foods,3110,0,0,14,axl,0,0,6,0,826,0
zvauymvczz@okaxis,PhonePe Help,529,1,0,17,okaxis,1,0,5,0,694,1
lueda@ibl,Flipkart Deals,4177,0,0,9,ibl,1,0,4,0,563,0
aoyvipgr@okicici,Online Offer,2261,1,0,16,okicici,0,0,1,0,816,0
hxlco@okaxis,Mega Electronics,103,0,0,12,okaxis,0,0,14,0,670,0
panwipny@okaxis,Amazon Support,4451,1,0,15,okaxis,1,0,14,1,333,1
etduyerz@ybl,City Bakers,2405,0,0,12,ybl,0,0,6,0,832,0
qdoidyvzom@axl,Daily Needs,2000,0,0,14,axl,0,0,12,0,399,0
ddxveyvbr@okaxis,Fresh Mart,4088,0,0,16,okaxis,0,0,3,0,137,0
esjeyxdab@axl,Green Grocery,3695,0,0,13,axl,0,0,0,0,758,0
muhkmvocdv@okaxis,Amazon Support,4740,1,0,17,okaxis,1,0,7,0,492,1
rctjb@ybl,Urban Foods,3893,0,0,9,ybl,0,0,13,0,271,0
fzcuspc@ybl,City Bakers,3187,0,0,11,ybl,0,0,10,1,260,0
pzddfxw@ibl,Green Grocery,3339,0,0,11,ibl,0,0,12,0,512,0
uddej863@ybl,Amazon Support,1669,1,3,12,ybl,1,0,4,0,192,1
rnmgz299@okicici,Urban Foods,1187,0,3,16,okicici,0,0,1,0,966,0
ominduerlh@ybl,Urban Foods,2077,0,0,14,ybl,0,0,0,0,326,0
gvimepf118@ybl,Fresh Mart,89,0,3,14,ybl,0,0,15,0,109,0
ibrardvdn@axl,Amazon Support,2396,1,0,13,axl,1,0,9,0,786,1
fwvrqfu@okicici,Quick Recharge,4638,0,0,15,okicici,0,0,1,0,895,0
mkbgve994@axl,Smart Fashion,1057,0,3,13,axl,0,0,5,0,115,0
sbfpyfrg@axl,Amazon Support,3536,1,0,12,axl,1,0,0,0,875,1
sphvtgz261@ibl,Green Grocery,3632,0,3,14,ibl,0,0,11,0,469,0
lyivnelb@axl,Mega Electronics,409,0,0,12,axl,0,0,1,0,98,0
ixquenno592@okaxis,Amazon Support,3744,1,3,18,okaxis,1,0,1,0,331,1
qtyewoicp@okaxis,Daily Needs,1356,0,0,16,okaxis,0,0,7,0,168,0
zzzdlaywy@okicici,Quick Recharge,2384,0,0,17,okicici,0,0,9,0,770,0
jtyokfxu981@okaxis,Flipkart Deals,4832,0,3,18,okaxis,1,0,1,0,817,0
rfkqpep@okaxis,Quick Recharge,2893,0,0,14,okaxis,0,0,10,0,950,0
uhyqcofuyz@paytm,Flipkart Deals,4833,0,0,16,paytm,1,0,14,0,680,1
jkvddrd822@okicici,Amazon Support,2071,1,3,18,okicici,1,0,3,0,523,1
dkrjx@paytm,Paytm Cashback,4301,1,0,11,paytm,1,0,0,0,140,1
rvuvct@ybl,Green Grocery,1619,0,0,10,ybl,0,0,12,1,673,0
zldoivodg@okicici,Mega Electronics,1688,0,0,17,okicici,0,0,11,1,805,0
pziyujoky979@axl,Flipkart Deals,4523,0,3,16,axl,1,0,11,0,597,1
lnnfcdm@ybl,Fresh Mart,4415,0,0,11,ybl,0,0,2,0,948,0
tkkbzieix@ibl,Daily Needs,2616,0,0,13,ibl,0,0,9,1,510,0
nqkjjxxv@okaxis,PhonePe Help,2523,1,0,15,okaxis,1,0,9,1,172,1
rylnpgr@axl,Quick Recharge,2981,0,0,11,axl,0,0,12,1,249,0
aetiptu@axl,Online Offer,952,1,0,11,axl,0,0,15,1,394,1
eucvv386@ybl,Quick Recharge,2879,0,3,12,ybl,0,0,0,0,69,0
gcwff@axl,Mega Electronics,4669,0,0,9,axl,0,0,11,1,32,0
kqgxk@okicici,Green Grocery,4423,0,0,13,okicici,0,0,0,0,498,0
subqhi70@axl,Urban Foods,1129,0,2,12,axl,0,0,6,0,107,0
xfjezez@paytm,City Bakers,1376,0,0,13,paytm,0,0,8,0,56,0
brlosxdma@ibl,City Bakers,1933,0,0,13,ibl,0,0,13,0,480,0
gwumtfqz371@paytm,Flipkart Deals,4703,0,3,17,paytm,1,0,14,1,907,1
lamwz233@axl,Amazon Support,4034,1,3,12,axl,1,0,12,0,652,1
pkjxt@ibl,Paytm Cashback,3491,1,0,9,ibl,1,0,12,0,535,1
yzsofci@okaxis,City Bakers,895,0,0,14,okaxis,0,0,15,1,507,0
krkxz@okicici,Amazon Support,2198,1,0,13,okicici,1,0,14,1,68,1
vdslsy@okicici,PhonePe Help,2543,1,0,14,okicici,1,0,10,1,318,1
nerozhouea@paytm,Smart Fashion,3752,0,0,16,paytm,0,0,14,1,552,0
ejqysxmp@ibl,Paytm Cashback,2004,1,0,12,ibl,1,0,3,0,441,1
ronnq@axl,Green Grocery,2080,0,0,9,axl,0,0,10,0,704,0
zrjcazcphv@paytm,Fresh Mart,2845,0,0,16,paytm,0,0,11,0,852,0
uuywimshc@ybl,Green Grocery,3559,0,0,13,ybl,0,0,12,0,967,0
xffsmruuz@axl,Daily Needs,3917,0,0,13,axl,0,0,1,0,100,0
dycpvqr667@ibl,City Bakers,4070,0,3,14,ibl,0,0,9,0,673,0
jtphbeoo@axl,Green Grocery,2256,0,0,12,axl,0,0,0,0,661,0
hcuhykds856@paytm,Smart Fashion,900,0,3,17,paytm,0,0,4,0,400,0
dqvqrawn855@okaxis,Online Offer,3263,1,3,18,okaxis,0,0,0,0,710,0
ymjrpxfk@okicici,Green Grocery,141,0,0,16,okicici,0,0,1,0,99,0
vbgdeypm@ibl,Paytm Cashback,350,1,0,12,ibl,1,0,12,0,391,1
gncsuxk169@axl,Online Offer,2268,1,3,14,axl,0,0,14,0,179,1
ruhpnob@paytm,Flipkart Deals,33,0,0,13,paytm,1,0,3,0,212,0
hhtbzd@axl,Fresh Mart,2307,0,0,10,axl,0,0,14,1,209,0
jbxjcdpsbr419@ibl,Online Offer,1080,1,3,17,ibl,0,0,12,1,135,1
kasfu@okaxis,Online Offer,3294,1,0,12,okaxis,0,0,1,0,226,0
yydgahznav@axl,Flipkart Deals,481,0,0,14,axl,1,0,10,1,394,1
kzplf18@ybl,Green Grocery,995,0,2,11,ybl,0,0,2,0,17,0
zqpnywgqdi467@okicici,Daily Needs,32,0,3,21,okicici,0,0,3,0,279,0
zvghxsec@okaxis,City Bakers,2670,0,0,15,okaxis,0,0,10,1,369,0
qfnfbbecl@okicici,Urban Foods,184,0,0,17,okicici,0,0,2,0,309,0
ougnwyx@ybl,Daily Needs,4106,0,0,11,ybl,0,0,2,0,428,0
bhjfx@ybl,Mega Electronics,3905,0,0,9,ybl,0,0,10,0,501,0
ragiuujrc@ybl,Smart Fashion,58,0,0,13,ybl,0,0,5,0,148,0
czhzoyetm@okaxis,Daily Needs,1716,0,0,16,okaxis,0,0,8,0,669,0
hxabobyr@paytm,Green Grocery,182,0,0,14,paytm,0,0,7,0,458,0
dixxv@paytm,Urban Foods,3528,0,0,11,paytm,0,0,2,0,687,0
vmwzsqbaq@okicici,Quick Recharge,2471,0,0,17,okicici,0,0,13,0,849,0
anjfve@axl,Green Grocery,1905,0,0,10,axl,0,0,3,0,322,0
clyzbdtv@ibl,Fresh Mart,3140,0,0,12,ibl,0,0,4,0,267,0
sosusgqm164@ibl,Mega Electronics,4116,0,3,15,ibl,0,0,10,0,8,0
emsasfb@okicici,Flipkart Deals,168,0,0,15,okicici,1,0,14,1,445,1
umrpwlitod65@okaxis,Urban Foods,3487,0,2,19,okaxis,0,0,6,0,726,0
szhlfhytsu@ybl,PhonePe Help,3388,1,0,14,ybl,1,0,13,1,526,1
qqscyc@okicici,Fresh Mart,3190,0,0,14,okicici,0,0,8,0,618,0
jzafdmpb745@axl,Amazon Support,4417,1,3,15,axl,1,0,7,0,501,1
vyeeqsrji@okicici,Quick Recharge,2248,0,0,17,okicici,0,0,2,0,254,0
nqdzriiqck@axl,Online Offer,918,1,0,14,axl,0,0,15,1,682,1
jnetga@ybl,Urban Foods,3409,0,0,10,ybl,0,0,2,0,905,0
tnfdo@paytm,Flipkart Deals,1743,0,0,11,paytm,1,0,8,0,811,1
mxjoerhfy@okaxis,City Bakers,3185,0,0,16,okaxis,0,0,12,0,610,0
mgqmhns@axl,Amazon Support,91,1,0,11,axl,1,0,12,0,594,1
efomqyh@ibl,PhonePe Help,2406,1,0,11,ibl,1,0,13,1,492,1
aclfltf80@paytm,Smart Fashion,3589,0,2,15,paytm,0,0,12,0,627,0
jagnohev106@okicici,Amazon Support,226,1,3,19,okicici,1,0,9,1,881,1
kfdjhslhx634@axl,Daily Needs,207,0,3,16,axl,0,0,11,1,872,0
bxlolscnna@axl,PhonePe Help,2069,1,0,14,axl,1,0,7,0,258,1
xyscq420@paytm,Daily Needs,212,0,3,14,paytm,0,0,4,0,60,0
oqzihsknwa@axl,Mega Electronics,1410,0,0,14,axl,0,0,7,0,738,0
tvrykz@axl,Urban Foods,3781,0,0,10,axl,0,0,10,1,191,0
timetyknan512@okaxis,PhonePe Help,203,1,3,20,okaxis,1,0,12,0,578,1
teijww@okicici,Online Offer,3216,1,0,14,okicici,0,0,11,0,851,1
dngqylormt@okicici,Green Grocery,5000,0,0,18,okicici,0,0,15,1,400,0
vywmxivh@ibl,Online Offer,1210,1,0,12,ibl,0,0,0,0,575,0
xyeuaauhbx760@paytm,Quick Recharge,1287,0,3,19,paytm,0,0,11,1,815,0
jyyipk100@okaxis,Green Grocery,1238,0,3,16,okaxis,0,0,6,0,916,0
thoafhk324@ybl,Urban Foods,614,0,3,14,ybl,0,0,12,1,680,0
vnmjg209@okicici,Amazon Support,4654,1,3,16,okicici,1,0,11,1,945,1
gkohco106@okicici,Urban Foods,1405,0,3,17,okicici,0,0,2,0,150,0
yjakmrx@paytm,PhonePe Help,4466,1,0,13,paytm,1,0,4,0,266,1
uvzelp877@axl,Urban Foods,3912,0,3,13,axl,0,0,13,0,22,0
wrofaoe61@okaxis,Online Offer,286,1,2,16,okaxis,0,0,13,0,406,1
frskvhrt@axl,Paytm Cashback,4960,1,0,12,axl,1,0,15,0,428,1
tvgeeg379@axl,PhonePe Help,4980,1,3,13,axl,1,0,14,0,567,1
kwxxzbq@okaxis,Quick Recharge,3051,0,0,14,okaxis,0,0,1,0,79,0
paefyokxa@ybl,Fresh Mart,4934,0,0,13,ybl,0,0,14,0,750,0
hdmzlcq@ibl,Fresh Mart,328,0,0,11,ibl,0,0,10,1,286,0
mqtoigrku@ybl,City Bakers,2057,0,0,13,ybl,0,0,14,1,224,0
ecbwaa459@okaxis,Green Grocery,1650,0,3,16,okaxis,0,0,3,0,850,0
oimakpthu@axl,Urban Foods,4789,0,0,13,axl,0,0,14,1,60,0
ihebdx866@okaxis,Quick Recharge,4357,0,3,16,okaxis,0,0,0,0,987,0
tojkfdbfl864@ybl,Urban Foods,1346,0,3,16,ybl,0,0,0,0,607,0
pwhgee@ybl,Mega Electronics,508,0,0,10,ybl,0,0,3,0,370,0
lqbafhl87@okicici,Urban Foods,3719,0,2,17,okicici,0,0,9,1,493,0
yqxxvyxzbq@ibl,Fresh Mart,1376,0,0,14,ibl,0,0,13,1,446,0
nkslsxtul@ybl,Amazon Support,3314,1,0,13,ybl,1,0,14,0,712,1
nylrz@okaxis,Urban Foods,3921,0,0,12,okaxis,0,0,6,0,456,0
albpmyhj@axl,Paytm Cashback,2918,1,0,12,axl,1,0,13,0,416,1
nnndiyhtt421@okicici,Green Grocery,134,0,3,20,okicici,0,0,5,0,397,0
fhillzt@ibl,Daily Needs,4013,0,0,11,ibl,0,0,10,1,426,0
jwoyakdu23@ybl,Fresh Mart,3905,0,2,14,ybl,0,0,0,0,57,0
wxtwvhsbit@ybl,Smart Fashion,2148,0,0,14,ybl,0,0,8,0,814,0
xzphqpal@okicici,Online Offer,4439,1,0,16,okicici,0,0,5,0,287,0
jfaqc663@ybl,Daily Needs,2185,0,3,12,ybl,0,0,4,0,529,0
evivtstbp415@okicici,Daily Needs,3130,0,3,20,okicici,0,0,14,0,624,0
zvqwa@okaxis,Quick Recharge,1288,0,0,12,okaxis,0,0,14,1,28,0
zwxrx@ibl,Paytm Cashback,1716,1,0,9,ibl,1,0,0,0,525,1
xxbealy@okaxis,Fresh Mart,1071,0,0,14,okaxis,0,0,8,0,348,0
yumqrenyt384@ibl,Flipkart Deals,1180,0,3,16,ibl,1,0,15,0,392,1
tdkavwxq@okicici,Online Offer,184,1,0,16,okicici,0,0,3,0,445,0
ujvqoyxmq947@okicici,City Bakers,1736,0,3,20,okicici,0,0,5,0,950,0
akknnp@axl,Paytm Cashback,2656,1,0,10,axl,1,0,12,0,926,1
mhfzls@ibl,Flipkart Deals,990,0,0,10,ibl,1,0,7,0,732,1
spuchgy@paytm,Daily Needs,3977,0,0,13,paytm,0,0,8,0,94,0
tlnul@okicici,City Bakers,198,0,0,13,okicici,0,0,11,0,799,0
xytmt@paytm,Paytm Cashback,873,1,0,11,paytm,1,0,6,0,406,1
mvvesguc@axl,Fresh Mart,2962,0,0,12,axl,0,0,6,0,835,0
bpoqt@axl,Fresh Mart,4260,0,0,9,axl,0,0,5,0,70,0
cnzugdbg@axl,Amazon Support,416,1,0,12,axl,1,0,10,0,580,1
mmpbbmo520@okaxis,Daily Needs,1250,0,3,17,okaxis,0,0,9,0,658,0
fqiwaaipx@axl,Quick Recharge,4121,0,0,13,axl,0,0,8,0,596,0
xuoyucevxc@okicici,Amazon Support,2215,1,0,18,okicici,1,0,15,1,332,1
daebry@ybl,Green Grocery,44,0,0,10,ybl,0,0,4,0,83,0
syeinazuy@axl,Daily Needs,3177,0,0,13,axl,0,0,2,0,337,0
pyztff@paytm,Urban Foods,4055,0,0,12,paytm,0,0,2,0,373,0
ukpob@ybl,Online Offer,373,1,0,9,ybl,0,0,1,0,668,0
rvelca265@okicici,Online Offer,3583,1,3,17,okicici,0,0,7,0,373,1
grnvepzckh42@ibl,PhonePe Help,1067,1,2,16,ibl,1,0,9,0,450,1
prtamps@ybl,Fresh Mart,4058,0,0,11,ybl,0,0,12,1,445,0
zxerwczre@okicici,Daily Needs,2346,0,0,17,okicici,0,0,11,1,468,0
sowwld91@okaxis,Smart Fashion,1313,0,2,15,okaxis,0,0,5,0,804,0
adtqc659@ybl,Smart Fashion,2627,0,3,12,ybl,0,0,12,0,989,0
rkbfcax@paytm,PhonePe Help,136,1,0,13,paytm,1,0,2,0,604,1
jibubnxchn565@okicici,Flipkart Deals,2473,0,3,21,okicici,1,0,6,0,263,1
hykwv104@ibl,Fresh Mart,4898,0,3,12,ibl,0,0,5,0,756,0
rewnpaub144@ybl,City Bakers,2943,0,3,15,ybl,0,0,6,0,415,0
yurhqaxpp@axl,Fresh Mart,1876,0,0,13,axl,0,0,15,1,548,0
dfhot252@paytm,Online Offer,1374,1,3,14,paytm,0,0,14,0,229,1
ypxihfx@ybl,Flipkart Deals,1159,0,0,11,ybl,1,0,15,0,715,1
ibuzzreo@okicici,Daily Needs,3209,0,0,16,okicici,0,0,8,0,135,0
vnkcdjchy@paytm,Green Grocery,3305,0,0,15,paytm,0,0,9,1,144,0
hncbugbodb279@ybl,Urban Foods,865,0,3,17,ybl,0,0,6,0,752,0
pgmjw@okicici,Paytm Cashback,2543,1,0,13,okicici,1,0,12,1,315,1
yalzoazqw543@ybl,Online Offer,3921,1,3,16,ybl,0,0,12,1,592,1
oitkwtbnvk515@okicici,PhonePe Help,4390,1,3,21,okicici,1,0,7,0,25,1
eddloucnjn899@ibl,Green Grocery,4830,0,3,17,ibl,0,0,7,0,937,0
